name,description,packagelist,default,uservisible
"Fonts,字体","Fonts for rendering text in a variety of languages and scripts.,在各种语言和脚本中输入文本的字体。","{""cjkuni-uming-fonts"": ""default"", ""dejavu-sans-fonts"": ""default"", ""dejavu-sans-mono-fonts"": ""default"", ""dejavu-serif-fonts"": ""default"", ""gnu-free-mono-fonts"": ""default"", ""gnu-free-sans-fonts"": ""default"", ""gnu-free-serif-fonts"": ""default"", ""google-crosextra-caladea-fonts"": ""default"", ""google-crosextra-carlito-fonts"": ""default"", ""google-noto-emoji-fonts"": ""default"", ""jomolhari-fonts"": ""default"", ""khmeros-base-fonts"": ""default"", ""liberation-mono-fonts"": ""default"", ""liberation-sans-fonts"": ""default"", ""liberation-serif-fonts"": ""default"", ""lklug-fonts"": ""default"", ""lohit-assamese-fonts"": ""default"", ""lohit-bengali-fonts"": ""default"", ""lohit-devanagari-fonts"": ""default"", ""lohit-gujarati-fonts"": ""default"", ""lohit-kannada-fonts"": ""default"", ""lohit-malayalam-fonts"": ""default"", ""lohit-marathi-fonts"": ""default"", ""lohit-nepali-fonts"": ""default"", ""lohit-oriya-fonts"": ""default"", ""lohit-punjabi-fonts"": ""default"", ""lohit-tamil-fonts"": ""default"", ""lohit-telugu-fonts"": ""default"", ""madan-fonts"": ""default"", ""nhn-nanum-gothic-fonts"": ""default"", ""open-sans-fonts"": ""default"", ""overpass-fonts"": ""default"", ""paktype-naskh-basic-fonts"": ""default"", ""paratype-pt-sans-fonts"": ""default"", ""sil-abyssinica-fonts"": ""default"", ""sil-nuosu-fonts"": ""default"", ""sil-padauk-fonts"": ""default"", ""smc-meera-fonts"": ""default"", ""stix-fonts"": ""default"", ""thai-scalable-waree-fonts"": ""default"", ""ucs-miscfixed-fonts"": ""default"", ""vlgothic-fonts"": ""default"", ""wqy-microhei-fonts"": ""default"", ""wqy-zenhei-fonts"": ""default"", ""bitmap-fixed-fonts"": ""optional"", ""bitmap-lucida-typewriter-fonts"": ""optional"", ""bpg-chveulebrivi-fonts"": ""optional"", ""bpg-courier-fonts"": ""optional"", ""bpg-glaho-fonts"": ""optional"", ""cjkuni-ukai-fonts"": ""optional"", ""culmus-aharoni-clm-fonts"": ""optional"", ""culmus-caladings-clm-fonts"": ""optional"", ""culmus-david-clm-fonts"": ""optional"", ""culmus-drugulin-clm-fonts"": ""optional"", ""culmus-ellinia-clm-fonts"": ""optional"", ""culmus-frank-ruehl-clm-fonts"": ""optional"", ""culmus-hadasim-clm-fonts"": ""optional"", ""culmus-keteryg-fonts"": ""optional"", ""culmus-miriam-clm-fonts"": ""optional"", ""culmus-miriam-mono-clm-fonts"": ""optional"", ""culmus-nachlieli-clm-fonts"": ""optional"", ""culmus-simple-clm-fonts"": ""optional"", ""culmus-stamashkenaz-clm-fonts"": ""optional"", ""culmus-stamsefarad-clm-fonts"": ""optional"", ""culmus-yehuda-clm-fonts"": ""optional"", ""ghostscript-chinese"": ""optional"", ""google-noto-sans-armenian-fonts"": ""optional"", ""google-noto-sans-devanagari-fonts"": ""optional"", ""google-noto-sans-devanagari-ui-fonts"": ""optional"", ""google-noto-sans-ethiopic-fonts"": ""optional"", ""google-noto-sans-fonts"": ""optional"", ""google-noto-sans-georgian-fonts"": ""optional"", ""google-noto-sans-hebrew-fonts"": ""optional"", ""google-noto-sans-khmer-fonts"": ""optional"", ""google-noto-sans-khmer-ui-fonts"": ""optional"", ""google-noto-sans-lao-fonts"": ""optional"", ""google-noto-sans-lao-ui-fonts"": ""optional"", ""google-noto-sans-tamil-fonts"": ""optional"", ""google-noto-sans-tamil-ui-fonts"": ""optional"", ""google-noto-sans-thai-fonts"": ""optional"", ""google-noto-sans-thai-ui-fonts"": ""optional"", ""google-noto-sans-ui-fonts"": ""optional"", ""google-noto-serif-armenian-fonts"": ""optional"", ""google-noto-serif-fonts"": ""optional"", ""google-noto-serif-georgian-fonts"": ""optional"", ""google-noto-serif-lao-fonts"": ""optional"", ""google-noto-serif-thai-fonts"": ""optional"", ""gubbi-fonts"": ""optional"", ""ipa-gothic-fonts"": ""optional"", ""ipa-mincho-fonts"": ""optional"", ""ipa-pgothic-fonts"": ""optional"", ""ipa-pmincho-fonts"": ""optional"", ""kacst-art-fonts"": ""optional"", ""kacst-book-fonts"": ""optional"", ""kacst-decorative-fonts"": ""optional"", ""kacst-digital-fonts"": ""optional"", ""kacst-farsi-fonts"": ""optional"", ""kacst-letter-fonts"": ""optional"", ""kacst-naskh-fonts"": ""optional"", ""kacst-office-fonts"": ""optional"", ""kacst-one-fonts"": ""optional"", ""kacst-pen-fonts"": ""optional"", ""kacst-poster-fonts"": ""optional"", ""kacst-qurn-fonts"": ""optional"", ""kacst-screen-fonts"": ""optional"", ""kacst-title-fonts"": ""optional"", ""kacst-titlel-fonts"": ""optional"", ""khmeros-battambang-fonts"": ""optional"", ""khmeros-bokor-fonts"": ""optional"", ""khmeros-handwritten-fonts"": ""optional"", ""khmeros-metal-chrieng-fonts"": ""optional"", ""khmeros-muol-fonts"": ""optional"", ""khmeros-siemreap-fonts"": ""optional"", ""kurdit-unikurd-web-fonts"": ""optional"", ""liberation-narrow-fonts"": ""optional"", ""nafees-web-naskh-fonts"": ""optional"", ""navilu-fonts"": ""optional"", ""nhn-nanum-brush-fonts"": ""optional"", ""nhn-nanum-myeongjo-fonts"": ""optional"", ""nhn-nanum-pen-fonts"": ""optional"", ""paktype-naqsh-fonts"": ""optional"", ""paktype-tehreer-fonts"": ""optional"", ""pothana2000-fonts"": ""optional"", ""saab-fonts"": ""optional"", ""samyak-devanagari-fonts"": ""optional"", ""samyak-gujarati-fonts"": ""optional"", ""samyak-malayalam-fonts"": ""optional"", ""samyak-oriya-fonts"": ""optional"", ""samyak-tamil-fonts"": ""optional"", ""smc-anjalioldlipi-fonts"": ""optional"", ""smc-dyuthi-fonts"": ""optional"", ""smc-kalyani-fonts"": ""optional"", ""smc-rachana-fonts"": ""optional"", ""smc-raghumalayalam-fonts"": ""optional"", ""smc-suruma-fonts"": ""optional"", ""thai-scalable-garuda-fonts"": ""optional"", ""thai-scalable-kinnari-fonts"": ""optional"", ""thai-scalable-loma-fonts"": ""optional"", ""thai-scalable-norasi-fonts"": ""optional"", ""thai-scalable-purisa-fonts"": ""optional"", ""thai-scalable-sawasdee-fonts"": ""optional"", ""thai-scalable-tlwgmono-fonts"": ""optional"", ""thai-scalable-tlwgtypewriter-fonts"": ""optional"", ""thai-scalable-tlwgtypist-fonts"": ""optional"", ""thai-scalable-tlwgtypo-fonts"": ""optional"", ""thai-scalable-umpush-fonts"": ""optional"", ""tibetan-machine-uni-fonts"": ""optional"", ""vemana2000-fonts"": ""optional"", ""vlgothic-p-fonts"": ""optional""}",false,false
"FTP Server,FTP 服务器","Allows the system to act as an FTP server.,允许将系统作为 FTP 服务器使用。","{""vsftpd"": ""mandatory"", ""xferstats"": ""optional""}",false,false
"GNOME Applications,GNOME 应用程序","A set of commonly used GNOME Applications.,一组经常使用的 GNOME 应用程序。","{""brasero"": ""mandatory"", ""brasero-nautilus"": ""mandatory"", ""rhythmbox"": ""mandatory"", ""shotwell"": ""mandatory""}",false,false
"GNOME,GNOME","GNOME is a highly intuitive and user friendly desktop environment.,GNOME 是一个非常直观且用户友好的桌面环境。","{""abrt-desktop"": ""mandatory"", ""at-spi2-atk"": ""mandatory"", ""at-spi2-core"": ""mandatory"", ""avahi"": ""mandatory"", ""baobab"": ""mandatory"", ""caribou"": ""mandatory"", ""caribou-gtk2-module"": ""mandatory"", ""caribou-gtk3-module"": ""mandatory"", ""cheese"": ""mandatory"", ""compat-cheese314"": ""mandatory"", ""control-center"": ""mandatory"", ""dconf"": ""mandatory"", ""empathy"": ""mandatory"", ""eog"": ""mandatory"", ""evince"": ""mandatory"", ""evince-nautilus"": ""mandatory"", ""file-roller"": ""mandatory"", ""file-roller-nautilus"": ""mandatory"", ""firewall-config"": ""mandatory"", ""firstboot"": ""mandatory"", ""fprintd-pam"": ""mandatory"", ""gdm"": ""mandatory"", ""gedit"": ""mandatory"", ""glib-networking"": ""mandatory"", ""gnome-bluetooth"": ""mandatory"", ""gnome-boxes"": ""mandatory"", ""gnome-calculator"": ""mandatory"", ""gnome-classic-session"": ""mandatory"", ""gnome-clocks"": ""mandatory"", ""gnome-color-manager"": ""mandatory"", ""gnome-contacts"": ""mandatory"", ""gnome-dictionary"": ""mandatory"", ""gnome-disk-utility"": ""mandatory"", ""gnome-font-viewer"": ""mandatory"", ""gnome-getting-started-docs"": ""mandatory"", ""gnome-icon-theme"": ""mandatory"", ""gnome-icon-theme-extras"": ""mandatory"", ""gnome-icon-theme-symbolic"": ""mandatory"", ""gnome-initial-setup"": ""mandatory"", ""gnome-packagekit"": ""mandatory"", ""gnome-packagekit-updater"": ""mandatory"", ""gnome-screenshot"": ""mandatory"", ""gnome-session"": ""mandatory"", ""gnome-session-xsession"": ""mandatory"", ""gnome-settings-daemon"": ""mandatory"", ""gnome-shell"": ""mandatory"", ""gnome-software"": ""mandatory"", ""gnome-system-log"": ""mandatory"", ""gnome-system-monitor"": ""mandatory"", ""gnome-terminal"": ""mandatory"", ""gnome-terminal-nautilus"": ""mandatory"", ""gnome-themes-standard"": ""mandatory"", ""gnome-tweak-tool"": ""mandatory"", ""gnome-user-docs"": ""mandatory"", ""gnome-weather"": ""mandatory"", ""gucharmap"": ""mandatory"", ""gvfs-afc"": ""mandatory"", ""gvfs-afp"": ""mandatory"", ""gvfs-archive"": ""mandatory"", ""gvfs-fuse"": ""mandatory"", ""gvfs-goa"": ""mandatory"", ""gvfs-gphoto2"": ""mandatory"", ""gvfs-mtp"": ""mandatory"", ""gvfs-smb"": ""mandatory"", ""initial-setup-gui"": ""mandatory"", ""libcanberra-gtk2"": ""mandatory"", ""libcanberra-gtk3"": ""mandatory"", ""libproxy-mozjs"": ""mandatory"", ""librsvg2"": ""mandatory"", ""libsane-hpaio"": ""mandatory"", ""metacity"": ""mandatory"", ""mousetweaks"": ""mandatory"", ""nautilus"": ""mandatory"", ""nautilus-sendto"": ""mandatory"", ""NetworkManager-libreswan-gnome"": ""mandatory"", ""nm-connection-editor"": ""mandatory"", ""orca"": ""mandatory"", ""PackageKit-command-not-found"": ""mandatory"", ""PackageKit-gtk3-module"": ""mandatory"", ""redhat-access-gui"": ""mandatory"", ""sane-backends-drivers-scanners"": ""mandatory"", ""seahorse"": ""mandatory"", ""setroubleshoot"": ""mandatory"", ""sushi"": ""mandatory"", ""totem"": ""mandatory"", ""totem-nautilus"": ""mandatory"", ""vinagre"": ""mandatory"", ""vino"": ""mandatory"", ""xdg-user-dirs-gtk"": ""mandatory"", ""yelp"": ""mandatory"", ""qgnomeplatform"": ""default"", ""xdg-desktop-portal-gtk"": ""default"", ""alacarte"": ""optional"", ""dconf-editor"": ""optional"", ""dvgrab"": ""optional"", ""fonts-tweak-tool"": ""optional"", ""gconf-editor"": ""optional"", ""gedit-plugins"": ""optional"", ""gnote"": ""optional"", ""libappindicator-gtk3"": ""optional"", ""seahorse-nautilus"": ""optional"", ""seahorse-sharing"": ""optional"", ""vim-X11"": ""optional"", ""xguest"": ""optional""}",false,false
"Graphical Administration Tools,图形管理工具","Graphical system administration tools for managing many aspects of a system.,用于管理系统各个方面的图形系统管理工具。","{""system-config-users-docs"": ""conditional"", ""gnome-disk-utility"": ""optional"", ""gnome-packagekit"": ""optional"", ""policycoreutils-gui"": ""optional"", ""setools-console"": ""optional"", ""setroubleshoot"": ""optional"", ""system-config-kdump"": ""optional"", ""system-config-kickstart"": ""optional"", ""system-config-users"": ""optional"", ""wireshark-gnome"": ""optional""}",false,true
"Graphics Creation Tools,图形生成工具","Software for creation and manipulation of still images.,生成和操作静止图像的软件。","{""gimp"": ""mandatory"", ""gimp-data-extras"": ""default"", ""gimp-help"": ""default"", ""gutenprint-plugin"": ""default"", ""inkscape"": ""default"", ""libsane-hpaio"": ""default"", ""sane-backends-drivers-scanners"": ""default"", ""sane-frontends"": ""default"", ""xsane-gimp"": ""default"", ""dcraw"": ""optional"", ""ImageMagick"": ""optional"", ""netpbm-progs"": ""optional""}",false,false
"Guest Agents,虚拟机代理","Agents used when running under a hypervisor.,在 hypervisor 中运行时使用的代理。","{""hyperv-daemons"": ""mandatory"", ""open-vm-tools"": ""mandatory"", ""qemu-guest-agent"": ""mandatory""}",false,false
"Guest Desktop Agents,虚拟机桌面代理","Agents used when running as a virtualized desktop.,作为虚拟桌面运行时使用的代理。","{""open-vm-tools-desktop"": ""mandatory"", ""qemu-guest-agent"": ""mandatory"", ""spice-streaming-agent"": ""mandatory"", ""spice-vdagent"": ""mandatory""}",false,false
"High Availability,高可用性","Infrastructure for highly available services and/or shared storage.,用于高度可用服务和（或者）共享存储的基础设施。","{""pacemaker"": ""mandatory"", ""fence-agents-aliyun"": ""default"", ""fence-agents-all"": ""default"", ""fence-agents-aws"": ""default"", ""fence-agents-azure-arm"": ""default"", ""fence-agents-gce"": ""default"", ""omping"": ""default"", ""pacemaker-doc"": ""default"", ""pcs"": ""default"", ""awscli"": ""optional"", ""booth-arbitrator"": ""optional"", ""booth-site"": ""optional"", ""resource-agents-aliyun"": ""optional"", ""sbd"": ""optional""}",true,false
"Hardware Monitoring Utilities,硬件监控工具","A set of tools to monitor server hardware.,一组用来监控服务器硬件的工具。","{""mcelog"": ""default"", ""rasdaemon"": ""default"", ""smartmontools"": ""default"", ""edac-utils"": ""optional"", ""intel-cmt-cat"": ""optional"", ""lm_sensors"": ""optional""}",false,false
"Identity Management Server,身份管理服务器","Centralized management of users, servers and authentication policies.,用户、服务器和认证策略的集中管理。","{""389-ds-base"": ""default"", ""ipa-admintools"": ""default"", ""ipa-server"": ""default"", ""pki-ca"": ""default"", ""bind-pkcs11"": ""optional"", ""bind-pkcs11-utils"": ""optional"", ""ipa-server-dns"": ""optional"", ""ipa-server-trust-ad"": ""optional"", ""nuxwdog"": ""optional"", ""slapi-nis"": ""optional""}",false,false
"Infiniband Support,Infiniband 支持","Software designed for supporting clustering and grid connectivity using RDMA-based InfiniBand and iWARP fabrics.,用来支持集群和使用 RDMA InfiniBand 和 iWARO 光纤的网状连接性的软件。","{""libibcm"": ""mandatory"", ""libibverbs"": ""mandatory"", ""libibverbs-utils"": ""mandatory"", ""librdmacm"": ""mandatory"", ""librdmacm-utils"": ""mandatory"", ""glusterfs-rdma"": ""conditional"", ""dapl"": ""default"", ""ibacm"": ""default"", ""ibutils"": ""default"", ""infiniband-diags"": ""default"", ""iwpmd"": ""default"", ""libhfi1"": ""default"", ""libi40iw"": ""default"", ""libibmad"": ""default"", ""libibumad"": ""default"", ""libipathverbs"": ""default"", ""libmlx4"": ""default"", ""libmlx5"": ""default"", ""libmthca"": ""default"", ""libnes"": ""default"", ""libocrdma"": ""default"", ""mstflint"": ""default"", ""opa-address-resolution"": ""default"", ""opa-fastfabric"": ""default"", ""opa-libopamgt"": ""default"", ""perftest"": ""default"", ""qperf"": ""default"", ""rdma-core"": ""default"", ""srp_daemon"": ""default"", ""compat-dapl"": ""optional"", ""compat-opensm-libs"": ""optional"", ""libibcommon"": ""optional"", ""libusnic_verbs"": ""optional"", ""libvma"": ""optional"", ""opensm"": ""optional"", ""usnic-tools"": ""optional""}",false,false
"Input Methods,输入法","Software for the input of international text.,输入国际文本的软件。","{""gtk2-immodule-xim"": ""conditional"", ""gtk3-immodule-xim"": ""conditional"", ""ibus-gtk2"": ""conditional"", ""ibus-gtk3"": ""conditional"", ""ibus-qt"": ""conditional"", ""imsettings-gsettings"": ""conditional"", ""imsettings-qt"": ""conditional"", ""ibus-chewing"": ""default"", ""ibus-hangul"": ""default"", ""ibus-kkc"": ""default"", ""ibus-libpinyin"": ""default"", ""ibus-m17n"": ""default"", ""ibus-rawcode"": ""default"", ""ibus-sayura"": ""default"", ""ibus-table"": ""default"", ""ibus-table-chinese"": ""default"", ""m17n-contrib"": ""default"", ""m17n-db"": ""default"", ""ibus-typing-booster"": ""optional"", ""iok"": ""optional""}",false,false
"Internet Applications,互联网应用程序","Email, chat, and video conferencing software.,电子邮件、聊天和视频会议软件。","{""ekiga"": ""default"", ""empathy"": ""default"", ""evolution"": ""default"", ""evolution-ews"": ""default"", ""evolution-help"": ""default"", ""evolution-mapi"": ""default"", ""pidgin"": ""optional"", ""pidgin-sipe"": ""optional"", ""thunderbird"": ""optional"", ""xchat"": ""optional""}",false,false
"Internet Browser,互联网浏览器","Firefox web browser.,Firefox 网页浏览器。","{""firefox"": ""default"", ""icedtea-web"": ""default""}",false,false
"Java Platform,Java 平台","Java support for the CentOS Linux Server and Desktop Platforms.,CentOS Linux 服务器和桌面平台的 Java 支持。","{""java-1.7.0-openjdk"": ""mandatory"", ""java-1.6.0-openjdk"": ""optional"", ""java-1.8.0-openjdk"": ""optional"", ""java-11-openjdk"": ""optional"", ""system-switch-java"": ""optional""}",false,false
"KDE Applications,KDE 应用程序","A set of commonly used KDE Applications.,一组经常使用的 KDE 应用程序。","{""kcoloredit"": ""mandatory"", ""kdeartwork-screensavers"": ""mandatory"", ""kdenetwork-krdc"": ""mandatory"", ""kdenetwork-krfb"": ""mandatory"", ""kiconedit"": ""mandatory"", ""kolourpaint"": ""mandatory""}",false,false
"KDE,KDE","The KDE Plasma Workspaces, a highly-configurable graphical user interface which includes a panel, desktop, system icons and desktop widgets, and many powerful KDE applications.,KDE Plasma Workspaces 是一个高度可配置图形用户界面，其中包括面板、桌面、系统图标以及桌面向导和很多功能强大的 KDE 应用程序。","{""abrt-desktop"": ""mandatory"", ""akonadi"": ""mandatory"", ""akonadi-mysql"": ""mandatory"", ""ark"": ""mandatory"", ""bluedevil"": ""mandatory"", ""colord-kde"": ""mandatory"", ""cups-pk-helper"": ""mandatory"", ""firewall-config"": ""mandatory"", ""firstboot"": ""mandatory"", ""gdm"": ""mandatory"", ""gwenview"": ""mandatory"", ""initial-setup-gui"": ""mandatory"", ""kamera"": ""mandatory"", ""kcalc"": ""mandatory"", ""kcharselect"": ""mandatory"", ""kcm-gtk"": ""mandatory"", ""kcm_touchpad"": ""mandatory"", ""kcolorchooser"": ""mandatory"", ""kde-base-artwork"": ""mandatory"", ""kde-baseapps"": ""mandatory"", ""kde-plasma-networkmanagement"": ""mandatory"", ""kde-print-manager"": ""mandatory"", ""kde-runtime"": ""mandatory"", ""kde-settings-pulseaudio"": ""mandatory"", ""kde-workspace"": ""mandatory"", ""kdeaccessibility"": ""mandatory"", ""kdeadmin"": ""mandatory"", ""kdegraphics-strigi-analyzer"": ""mandatory"", ""kdegraphics-thumbnailers"": ""mandatory"", ""kdelibs"": ""mandatory"", ""kdenetwork-kdnssd"": ""mandatory"", ""kdenetwork-kget"": ""mandatory"", ""kdenetwork-krfb"": ""mandatory"", ""kdepim"": ""mandatory"", ""kdeplasma-addons"": ""mandatory"", ""kdeutils-minimal"": ""mandatory"", ""kgpg"": ""mandatory"", ""kmix"": ""mandatory"", ""konsole"": ""mandatory"", ""kruler"": ""mandatory"", ""ksaneplugin"": ""mandatory"", ""ksnapshot"": ""mandatory"", ""ksshaskpass"": ""mandatory"", ""ksysguard"": ""mandatory"", ""kwallet"": ""mandatory"", ""kwrite"": ""mandatory"", ""okular"": ""mandatory"", ""oxygen-gtk"": ""mandatory"", ""phonon-backend-gstreamer"": ""mandatory"", ""plasma-scriptengine-python"": ""mandatory"", ""redhat-access-gui"": ""mandatory"", ""setroubleshoot"": ""mandatory"", ""sweeper"": ""mandatory"", ""system-config-date"": ""mandatory"", ""xsettings-kde"": ""mandatory"", ""xterm"": ""mandatory"", ""pinentry-qt"": ""conditional""}",false,false
"KDE Multimedia Support,KDE 多媒体支持","Multimedia support for KDE.,对 KDE 的多媒体支持。","{""dragon"": ""mandatory"", ""k3b"": ""mandatory""}",false,false
"Large Systems Performance,大系统性能","Performance support tools for large systems.,用于大型系统的性能支持工具。","{""numactl"": ""mandatory"", ""numad"": ""mandatory"", ""hwloc"": ""default"", ""libhugetlbfs"": ""default"", ""libhugetlbfs-utils"": ""default""}",false,false
"Legacy UNIX Compatibility,传统 UNIX 兼容性","Compatibility programs for migration from or working with legacy UNIX environments.,用于从继承 UNIX 环境中迁移或者可用于该环境的兼容程序。","{""authd"": ""optional"", ""cups-lpd"": ""optional"", ""finger"": ""optional"", ""finger-server"": ""optional"", ""ksh"": ""optional"", ""mksh"": ""optional"", ""ncompress"": ""optional"", ""rsh"": ""optional"", ""rsh-server"": ""optional"", ""rusers"": ""optional"", ""rusers-server"": ""optional"", ""rwho"": ""optional"", ""talk"": ""optional"", ""talk-server"": ""optional"", ""tcp_wrappers"": ""optional"", ""telnet"": ""optional"", ""telnet-server"": ""optional"", ""tftp"": ""optional"", ""xinetd"": ""optional"", ""ypbind"": ""optional"", ""ypserv"": ""optional""}",false,true
"Legacy X Window System Compatibility,传统 X Windows 系统的兼容性","Compatibility programs for migration from or working with legacy X Window System environments.,用于从继承 X Windows 环境中迁移或者可用于该环境的兼容程序。","{""libXmu"": ""default"", ""libXp"": ""default"", ""motif"": ""default"", ""xorg-x11-apps"": ""default"", ""xorg-x11-fonts-100dpi"": ""default"", ""xorg-x11-fonts-ISO8859-1-100dpi"": ""default"", ""xorg-x11-fonts-misc"": ""default"", ""xorg-x11-fonts-Type1"": ""default"", ""xorg-x11-fonts-75dpi"": ""optional"", ""xorg-x11-fonts-cyrillic"": ""optional"", ""xorg-x11-fonts-ethiopic"": ""optional"", ""xorg-x11-fonts-ISO8859-1-75dpi"": ""optional"", ""xorg-x11-fonts-ISO8859-14-100dpi"": ""optional"", ""xorg-x11-fonts-ISO8859-14-75dpi"": ""optional"", ""xorg-x11-fonts-ISO8859-15-75dpi"": ""optional"", ""xorg-x11-fonts-ISO8859-2-100dpi"": ""optional"", ""xorg-x11-fonts-ISO8859-2-75dpi"": ""optional"", ""xorg-x11-fonts-ISO8859-9-100dpi"": ""optional"", ""xorg-x11-fonts-ISO8859-9-75dpi"": ""optional"", ""xterm"": ""optional""}",false,false
"Load Balancer,负载平衡器","Load balancing support for network traffic.,网络流量的负载平衡支持。","{""ipvsadm"": ""mandatory"", ""keepalived"": ""default"", ""haproxy"": ""optional""}",false,false
"E-mail Server,电子邮件服务器","Allows the system to act as a SMTP and/or IMAP e-mail server.,允许将系统作为 SMTP 和（或者）IMAP 电子邮件服务器使用。","{""dovecot"": ""default"", ""postfix"": ""default"", ""spamassassin"": ""default"", ""cyrus-imapd"": ""optional"", ""cyrus-imapd-utils"": ""optional"", ""dovecot-mysql"": ""optional"", ""dovecot-pgsql"": ""optional"", ""dovecot-pigeonhole"": ""optional"", ""mailman"": ""optional"", ""sendmail"": ""optional"", ""sendmail-cf"": ""optional""}",false,false
"Mainframe Access,主框架访问","Tools for accessing mainframe computing resources.,访问主框架计算源的工具。","{""tn5250"": ""default"", ""x3270-text"": ""default"", ""x3270-x11"": ""default""}",false,false
"MariaDB Database Server,MariaDB 数据库服务器","The MariaDB SQL database server, and associated packages.,MariaDB SQL 数据库服务器及关联的软件包。","{""mariadb-server"": ""mandatory"", ""mariadb-bench"": ""optional""}",false,false
"MariaDB Database Client,MariaDB 数据库客户端","The MariaDB SQL database client, and associated packages.,MariaDB SQL 数据库客户端以及关联的软件包。","{""mariadb"": ""mandatory"", ""mysql-connector-odbc"": ""default"", ""MySQL-python"": ""default"", ""libdbi-dbd-mysql"": ""optional"", ""mysql-connector-java"": ""optional"", ""perl-DBD-MySQL"": ""optional""}",false,false
"Multimedia,多媒体","Audio/video framework common to desktops.,桌面通用的音频/视频框架。","{""alsa-plugins-pulseaudio"": ""mandatory"", ""alsa-utils"": ""mandatory"", ""dvd+rw-tools"": ""mandatory"", ""gstreamer-plugins-bad-free"": ""mandatory"", ""gstreamer-plugins-good"": ""mandatory"", ""libyami"": ""mandatory"", ""PackageKit-gstreamer-plugin"": ""mandatory"", ""pulseaudio"": ""mandatory"", ""pulseaudio-module-x11"": ""mandatory"", ""pulseaudio-utils"": ""mandatory"", ""wodim"": ""mandatory"", ""gstreamer1-plugins-bad-free"": ""conditional"", ""gstreamer1-plugins-good"": ""conditional"", ""gstreamer1-plugins-ugly-free"": ""conditional"", ""pavucontrol"": ""optional""}",false,false
"Network File System Client,网络文件系统客户端","Enables the system to attach to network storage.,启用该系统附加到网络存储。","{""autofs"": ""mandatory"", ""cgdcbxd"": ""mandatory"", ""cifs-utils"": ""mandatory"", ""device-mapper-multipath"": ""mandatory"", ""fcoe-utils"": ""mandatory"", ""glusterfs-fuse"": ""mandatory"", ""gssproxy"": ""mandatory"", ""iscsi-initiator-utils"": ""mandatory"", ""lldpad"": ""mandatory"", ""nfs-utils"": ""mandatory"", ""nfs4-acl-tools"": ""mandatory"", ""samba-client"": ""mandatory"", ""targetcli"": ""mandatory"", ""cachefilesd"": ""optional""}",false,false
"Network Infrastructure Server,网络基础设施服务器","Servers for core network protocols and services, such as DHCP or DNS.,用于核网络协议和服务，比如 DHCP 或者 DNS 的服务器。","{""dhcp"": ""optional"", ""dnsmasq"": ""optional"", ""freeradius"": ""optional"", ""quagga"": ""optional"", ""radvd"": ""optional"", ""rsyslog-gnutls"": ""optional"", ""rsyslog-gssapi"": ""optional"", ""rsyslog-kafka"": ""optional"", ""rsyslog-mysql"": ""optional"", ""rsyslog-pgsql"": ""optional"", ""rsyslog-relp"": ""optional"", ""syslinux"": ""optional"", ""syslinux-tftpboot"": ""optional"", ""tang"": ""optional"", ""tftp-server"": ""optional""}",false,false
"Networking Tools,联网工具","Tools for configuring and analyzing computer networks.,配置和分析计算机网络的工具。","{""tcpdump"": ""mandatory"", ""libreswan"": ""default"", ""nmap-ncat"": ""default"", ""socat"": ""default"", ""arptables"": ""optional"", ""arpwatch"": ""optional"", ""dnssec-trigger"": ""optional"", ""dropwatch"": ""optional"", ""ebtables"": ""optional"", ""ipset"": ""optional"", ""iptraf-ng"": ""optional"", ""iptstate"": ""optional"", ""lksctp-tools"": ""optional"", ""mipv6-daemon"": ""optional"", ""mrtg"": ""optional"", ""netlabel_tools"": ""optional"", ""netsniff-ng"": ""optional"", ""NetworkManager-openswan"": ""optional"", ""nmap"": ""optional"", ""stunnel"": ""optional"", ""wireshark"": ""optional"", ""wireshark-gnome"": ""optional""}",false,false
"Common NetworkManager submodules,常用 NetworkManager 子模块","This group contains NetworkManager submodules that are commonly used, but may not be wanted in some streamlined configurations.,常用的、但可能在一些简化配置中不需要的 NetworkManager 子模块。","{""NetworkManager-bluetooth"": ""default"", ""NetworkManager-wifi"": ""default"", ""NetworkManager-wwan"": ""default""}",false,false
"Office Suite and Productivity,办公套件和生产率","A full-purpose office suite, and other productivity tools.,全套办公套件以及其它产品工具。","{""gnome-documents"": ""conditional"", ""libreoffice-calc"": ""default"", ""libreoffice-draw"": ""default"", ""libreoffice-emailmerge"": ""default"", ""libreoffice-graphicfilter"": ""default"", ""libreoffice-impress"": ""default"", ""libreoffice-math"": ""default"", ""libreoffice-writer"": ""default"", ""unoconv"": ""default"", ""libreoffice-base"": ""optional"", ""libreoffice-ogltrans"": ""optional"", ""libreoffice-pyuno"": ""optional"", ""libreoffice-wiki-publisher"": ""optional""}",false,false
